HTTrack3.49-2 launched on Thu, 13 Nov 2025 00:29:02 at https://teqd.zkey.cc/ +https://teqd.zkey.cc/* -https://teqd.zkey.cc/*/login* -https://teqd.zkey.cc/*/data/* -https://teqd.zkey.cc/*/api/* -https://teqd.zkey.cc/*/admin/* -https://teqd.zkey.cc/*/user/* -https://teqd.zkey.cc/*/download/* -https://teqd.zkey.cc/*/auth* -https://teqd.zkey.cc/*/session*
(httrack https://teqd.zkey.cc/ -O "/Users/yesmola/Documents/2025 Paper /Machine Learning/1118Revised/Mirror/output/teqd_mirror" -d -%c1 -c2 -%k -T30 -R3 -A51200 -%! -F "Mozilla/5.0 (Research Mirror Tool)" +https://teqd.zkey.cc/* -https://teqd.zkey.cc/*/login* -https://teqd.zkey.cc/*/data/* -https://teqd.zkey.cc/*/api/* -https://teqd.zkey.cc/*/admin/* -https://teqd.zkey.cc/*/user/* -https://teqd.zkey.cc/*/download/* -https://teqd.zkey.cc/*/auth* -https://teqd.zkey.cc/*/session* )

Information, Warnings and Errors reported for this mirror:
note:	the hts-log.txt file, and hts-cache folder, may contain sensitive information,
	such as username/password authentication for websites mirrored in this project
	do not share these files/folders if you want these information to remain private

00:29:02	Warning: 	* security warning: !!! BYPASSING SECURITY LIMITS - MONITOR THIS SESSION WITH EXTREME CARE !!!
04:58:26	Error: 	"error:00000001:lib(0)::reason(1)" (-5) after 3 retries at link https://bysdc.zkey.cc/ (from https://www.zkey.cc/case)
04:58:26	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://iehs.zkey.cc/include/iehs.zkey.cc/images/point.png (from https://iice.zkey.cc/)
04:58:26	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://iehs.zkey.cc/include/iehs.zkey.cc/images/searchBG.png (from https://iice.zkey.cc/)
04:58:26	Warning: 	Retry after error -5 (error:00000001:lib(0)::reason(1)) at link https://iehs.zkey.cc/include/iehs.zkey.cc/images/FindingsBG.png (from https://iice.zkey.cc/)
04:58:26	Error: 	"error:00000001:lib(0)::reason(1)" (-5) after 3 retries at link https://zjw.zkey.cc/ (from https://www.zkey.cc/case)
04:58:26	Error: 	"Bad Gateway" (502) after 3 retries at link https://cyjslg.zkey.cc/ (from https://www.zkey.cc/case)
04:58:26	Error: 	"error:00000001:lib(0)::reason(1)" (-5) after 3 retries at link https://iehs.zkey.cc/ (from https://www.zkey.cc/case)
04:58:26	Error: 	"Bad Gateway" (502) after 3 retries at link https://dcrcgh.zkey.cc/ (from https://www.zkey.cc/case)
04:59:01	Error: 	"error:00000001:lib(0)::reason(1)" (-5) after 3 retries at link https://tjbys.zkey.cc/ (from https://www.zkey.cc/case)
04:59:01	Error: 	"No data (connection closed)" (-4) after 3 retries at link hdxa.zkey.cc/ (from https://www.zkey.cc/case)
04:59:01	Error: 	"No data (connection closed)" (-4) after 3 retries at link sjsjsgl.zkey.cc/ (from https://www.zkey.cc/case)
04:59:01	Error: 	"Not Found" (404) at link https://cyadmin.zkey.cc/lib/images/bg.png (from https://cyadmin.zkey.cc/lib/css/layout?v=aSPPUBNvRPp9-IwRbFBunn7BV1-Gb4dA8u6B40r0jog1)
04:59:01	Error: 	"Not Found" (404) at link https://cyadmin.zkey.cc/lib/images/aiwrap.png (from https://cyadmin.zkey.cc/lib/css/layout?v=aSPPUBNvRPp9-IwRbFBunn7BV1-Gb4dA8u6B40r0jog1)
04:59:01	Error: 	"Not Found" (404) at link https://cyadmin.zkey.cc/lib/images/icon.png (from https://cyadmin.zkey.cc/lib/css/layout?v=aSPPUBNvRPp9-IwRbFBunn7BV1-Gb4dA8u6B40r0jog1)
04:59:01	Error: 	"Not Found" (404) at link https://cyadmin.zkey.cc/image/file-bg.png (from https://cyadmin.zkey.cc/lib/css/layout?v=aSPPUBNvRPp9-IwRbFBunn7BV1-Gb4dA8u6B40r0jog1)
04:59:01	Error: 	"No data (connection closed)" (-4) after 3 retries at link https://cysy.zkey.cc/ (from https://www.zkey.cc/case)
04:59:01	Error: 	"error:00000001:lib(0)::reason(1)" (-5) after 3 retries at link https://gdjydsj.zkey.cc/ (from https://www.zkey.cc/case)
04:59:01	Error: 	"error:00000001:lib(0)::reason(1)" (-5) after 3 retries at link https://bysddata.zkey.cc/ (from https://www.zkey.cc/case)
04:59:01	Error: 	"error:00000001:lib(0)::reason(1)" (-5) after 3 retries at link https://baicun2.zkey.cc/ (from https://www.zkey.cc/case)
04:59:03	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/css/font/fontawesome-webfont.svg?v=4.5.0 (from https://www.zkey.cc/css/font-awesome.min.css)
04:59:05	Error: 	"" (500) after 3 retries at link https://www.zkey.cc/images/bg1.jpg (from https://www.zkey.cc/css/index1.css)
04:59:05	Error: 	"Internal Server Error" (500) after 3 retries at link https://www.zkey.cc/images/bdBlue.png (from https://www.zkey.cc/css/index1.css)
04:59:05	Error: 	"Internal Server Error" (500) after 3 retries at link https://www.zkey.cc/images/bg_about.png (from https://www.zkey.cc/css/index1.css)
04:59:05	Error: 	"Internal Server Error" (500) after 3 retries at link https://www.zkey.cc/images/BDXM.png (from https://www.zkey.cc/css/index1.css)
04:59:05	Error: 	"error:00000001:lib(0)::reason(1)" (-5) after 3 retries at link https://users.zkey.cc/api/Login/GetCookie (from https://csde.zkey.cc/)
04:59:05	Error: 	"Not Found" (404) at link https://csde.zkey.cc/'/images/BDlogo.png/' (from https://csde.zkey.cc/include/header.html)
04:59:05	Error: 	"Not Found" (404) at link https://csde.zkey.cc/'/images/BDlogo_ipad.png/' (from https://csde.zkey.cc/include/header.html)
04:59:05	Error: 	"Not Found" (404) at link https://csde.zkey.cc/'/index.html/' (from https://csde.zkey.cc/include/header.html)
04:59:05	Error: 	"Not Found" (404) at link https://csde.zkey.cc/'/exploration/exploration.html/' (from https://csde.zkey.cc/include/header.html)
04:59:05	Error: 	"Not Found" (404) at link https://csde.zkey.cc/'/home/home.html/' (from https://csde.zkey.cc/include/header.html)
04:59:05	Error: 	"Not Found" (404) at link https://csde.zkey.cc/'/results/results.html/' (from https://csde.zkey.cc/include/header.html)
04:59:05	Error: 	"Not Found" (404) at link https://csde.zkey.cc/'/images/login.png/' (from https://csde.zkey.cc/include/header.html)
04:59:05	Error: 	"error:00000001:lib(0)::reason(1)" (-5) after 3 retries at link https://iehs.zkey.cc/include/iehs.zkey.cc/images/point.png (from https://iice.zkey.cc/)
04:59:05	Error: 	"error:00000001:lib(0)::reason(1)" (-5) after 3 retries at link https://iehs.zkey.cc/include/iehs.zkey.cc/images/searchBG.png (from https://iice.zkey.cc/)
04:59:05	Error: 	"error:00000001:lib(0)::reason(1)" (-5) after 3 retries at link https://iehs.zkey.cc/include/iehs.zkey.cc/images/FindingsBG.png (from https://iice.zkey.cc/)
05:00:26	Warning: 	Retry after error 500 (Internal Server Error) at link https://www.zkey.cc/css/font/fontawesome-webfont.svg?v=4.5.0 (from https://www.zkey.cc/css/font-awesome.min.css)
05:00:30	Error: 	"Internal Server Error" (500) after 3 retries at link https://www.zkey.cc/css/font/fontawesome-webfont.svg?v=4.5.0 (from https://www.zkey.cc/css/font-awesome.min.css)

HTTrack Website Copier/3.49-2 mirror complete in 4 hours 34 minutes 13 seconds : 1322 links scanned, 946 files written (65605425 bytes overall) [37092419 bytes received at 2254 bytes/sec], 58963509 bytes transferred using HTTP compression in 505 files, ratio 45%, 11.4 requests per connection
(78 errors, 330 warnings, 0 messages)
